200	3	14
1	0.03	0.01
227	2	113	3	4	3	4	D
228	3	113	6	2	3	3	A
229	2	114	1	6	6	2	D
230	2	115	20	2	4	2	B
231	0	115	5	3	4	1	D
232	3	115	4	5	7	4	D
233	2	115	20	6	3	4	A
234	2	115	7	4	3	3	A
235	0	116	12	5	3	3	D
236	2	117	14	3	2	3	D
237	2	118	12	4	2	4	C
238	2	118	10	4	2	4	D
239	0	119	20	4	7	3	C
240	2	119	4	7	3	3	C
241	3	119	20	4	3	1	B
242	3	120	7	7	4	2	D
243	3	120	7	3	5	1	A
244	0	120	11	3	3	3	C
245	3	120	8	7	3	4	C
246	3	121	6	3	6	4	C
247	2	122	9	6	6	4	D
248	2	123	9	2	2	3	C
249	1	124	7	3	4	4	B
250	0	125	18	8	6	3	A
251	2	126	1	8	4	2	D
252	0	126	2	2	3	4	D
253	2	126	7	3	5	1	A
254	2	126	10	5	7	3	C
255	1	126	15	4	3	3	C
256	3	126	6	3	4	4	B
257	2	127	20	6	4	4	C
258	3	128	19	7	7	3	D
259	3	129	21	8	6	3	D
260	2	129	4	8	2	4	C
261	0	130	12	3	2	3	C
262	1	130	19	6	6	2	A
263	2	130	16	6	7	2	B
264	0	130	15	7	6	3	C
265	2	130	16	4	7	2	C
266	0	131	11	6	4	2	C
267	1	132	5	2	5	3	C
268	2	132	21	2	4	1	D
269	1	133	3	4	5	4	D
270	3	133	17	4	5	4	C
271	1	133	14	8	5	4	D
272	2	133	15	7	2	4	D
273	1	133	9	7	7	4	C
274	0	133	11	8	4	1	C
275	1	134	20	5	3	4	C
276	0	135	15	5	2	1	D
277	1	136	19	5	5	1	D
278	3	136	14	3	7	1	C
279	0	137	2	4	3	2	D
280	3	138	12	3	2	1	C
281	1	139	16	4	7	1	A
282	3	140	17	3	7	2	B
283	0	141	16	4	5	1	A
284	3	141	18	5	6	1	B
285	0	141	5	4	6	1	B
286	0	142	5	6	5	3	A
287	0	143	17	7	4	4	A
288	2	143	1	2	5	4	B
289	3	144	20	6	4	1	D
290	3	144	4	2	7	1	D
291	1	144	5	8	3	3	C
292	0	145	21	5	6	4	A
293	3	145	11	7	2	3	D
294	0	145	12	8	6	4	C
295	1	145	18	5	5	2	B
296	3	146	5	2	2	3	A
297	2	147	6	2	3	4	A
298	1	148	7	4	7	2	D
299	1	148	4	6	6	2	C
300	2	148	17	5	6	3	B
301	3	148	1	3	4	3	C
302	3	148	3	5	7	1	C
303	1	149	12	2	6	2	B
304	2	150	4	7	4	3	A
305	0	150	3	7	3	4	A
306	1	151	5	3	6	4	B
307	1	152	5	3	7	4	A
308	2	152	17	2	7	4	D
309	0	152	5	6	4	3	B
310	3	152	13	8	4	4	B
311	2	152	19	2	6	3	B
312	3	152	16	8	4	4	A
313	2	153	19	2	6	1	D
314	0	153	4	5	4	3	D
315	1	154	17	2	4	2	C
316	3	155	5	2	7	2	B
317	0	155	4	4	5	3	B
318	0	156	7	4	6	4	D
319	3	156	19	2	4	2	D
320	0	156	11	3	2	2	B
321	3	156	20	8	2	3	B
322	1	156	17	6	2	3	C
323	1	156	15	6	4	4	A
324	1	156	11	2	7	1	B
325	3	156	6	4	4	4	A
326	3	156	7	4	7	3	A
327	1	157	2	4	5	2	D
328	0	157	9	6	4	4	A
329	2	157	8	3	7	1	B
330	1	158	12	8	2	1	B
331	1	159	8	7	6	4	D
332	0	160	1	8	2	1	B
333	1	160	4	8	5	3	B
334	1	161	10	5	2	4	D
335	0	161	3	3	4	2	C
336	1	161	9	6	2	2	B
337	2	162	3	5	3	1	B
338	0	163	6	7	4	3	D
339	3	163	4	5	4	4	A
340	3	163	3	4	6	2	D
341	3	163	4	7	3	4	D
342	0	164	9	8	5	3	D
343	1	164	13	2	2	4	C
344	0	164	13	4	6	4	A
345	3	165	11	2	2	1	C
346	1	165	21	8	4	2	A
347	2	166	12	4	2	2	B
348	0	167	21	4	5	2	D
349	0	168	9	6	7	4	A
350	2	169	2	7	2	2	A
351	0	169	19	5	7	1	C
352	2	170	6	6	3	3	C
353	1	171	15	2	4	1	C
354	3	171	1	2	4	1	C
355	2	171	8	2	7	2	B
356	1	171	12	7	5	1	B
357	0	171	16	2	4	4	C
358	3	172	13	5	2	4	A
359	1	173	4	8	6	2	A
360	3	174	4	8	5	1	D
361	2	175	18	8	3	4	D
362	1	175	11	6	5	3	C
363	1	176	17	7	5	4	C
364	2	177	13	7	4	2	C
365	1	177	11	2	4	1	C
366	2	178	21	7	3	4	B
367	1	179	1	7	2	3	A
368	0	180	13	5	5	3	D
369	2	180	14	7	7	3	D
370	0	180	21	4	6	3	C
371	2	181	4	2	6	4	A
372	3	182	21	8	6	1	C
373	0	183	10	5	6	2	D
374	0	183	20	8	3	1	A
375	1	183	8	2	4	4	A
376	2	183	17	3	5	1	D
377	0	184	16	7	4	3	A
378	2	184	6	5	4	3	C
379	2	184	14	3	2	1	C
380	1	185	8	7	7	3	C
381	2	185	4	7	4	2	B
382	3	185	18	2	3	2	B
383	3	186	5	5	3	2	B
384	1	187	17	5	7	2	A
385	0	187	2	4	6	1	A
386	3	188	14	7	3	4	C
387	1	188	12	3	5	3	C
388	3	189	19	6	4	2	B
389	2	190	4	2	2	1	B
390	3	190	12	7	3	1	A
391	2	190	20	8	6	1	D
392	0	191	13	2	2	3	A
393	2	192	20	3	6	3	A
394	0	193	11	6	6	2	A
395	0	194	10	5	2	3	D
396	1	194	20	8	5	3	B
397	0	195	12	3	6	1	B
398	1	196	19	4	5	2	A
399	1	196	14	5	3	2	D
400	3	197	19	2	6	3	C
401	0	197	11	5	3	2	D
402	2	198	21	5	4	3	B
403	3	198	17	6	2	2	A
404	2	199	16	8	3	2	B
405	2	199	11	7	6	4	D
406	2	200	15	8	2	2	A
407	1	201	16	6	2	4	C
408	3	201	14	5	5	3	B
409	1	201	8	7	2	4	D
410	1	201	5	8	6	3	D
411	2	201	1	2	4	2	A
412	3	202	8	2	6	3	D
413	0	203	18	6	6	2	B
414	2	204	11	7	3	3	A
415	1	205	6	7	7	1	B
416	2	205	21	7	7	1	C
417	2	205	4	6	3	2	A
418	0	206	10	2	5	3	C
419	2	207	14	8	5	2	C
420	0	208	6	4	7	1	B
421	1	209	7	8	6	1	A
422	3	210	3	5	4	1	C
423	0	210	19	8	5	4	A
424	3	211	7	3	4	2	A
425	2	212	6	7	2	1	C
426	2	213	8	5	2	4	B
427	3	213	5	3	2	4	A
428	0	214	14	2	4	4	B
429	2	215	4	6	6	4	A
430	2	216	20	8	4	4	A
431	3	217	16	7	2	2	B
432	2	218	6	4	3	2	B
433	3	219	2	2	3	3	B
434	1	220	11	2	3	3	A
435	1	220	15	8	6	3	C
436	0	220	14	8	2	1	A
437	0	221	17	2	3	1	A
438	3	222	10	5	3	3	D
439	1	223	21	8	7	3	B
440	2	224	4	3	6	1	B
441	2	225	1	8	6	1	B
442	0	225	7	5	7	1	C
443	1	226	21	3	3	1	D
444	3	226	17	3	4	3	B
445	1	226	16	5	2	1	A
446	3	227	18	2	4	1	A
447	1	228	21	8	4	1	A
448	0	228	16	7	7	2	A
449	2	228	21	6	7	4	C
450	3	229	16	3	5	2	C
451	0	230	20	7	4	1	B
452	0	230	15	4	2	1	A
453	2	230	17	5	7	2	B
454	0	231	16	6	6	4	A
455	1	231	14	6	2	2	A
456	3	232	1	8	4	2	C
457	2	233	3	2	3	2	D
458	3	234	12	6	5	4	A
459	1	235	14	6	5	4	D
460	1	235	1	3	5	1	D
461	0	236	21	6	7	4	B
462	1	236	10	4	6	4	B
463	0	236	16	3	6	4	A
464	0	237	17	3	3	4	B
465	1	238	19	8	5	4	B
466	1	239	1	4	6	4	D
467	1	240	3	8	2	2	A
468	0	240	18	6	2	1	C
469	0	241	21	4	3	3	C
470	1	242	12	4	2	3	B
471	3	242	13	2	3	3	D
472	2	242	9	4	7	4	D
473	0	242	11	4	7	4	D
474	2	243	15	5	3	1	D
475	0	243	16	2	4	4	A
476	2	243	14	5	6	3	A
477	1	244	17	8	6	1	C
478	3	245	20	6	4	1	B
479	1	245	20	5	5	2	A
480	1	246	7	7	5	3	D
481	0	246	21	4	5	3	B
482	3	247	5	7	5	2	C
483	3	247	5	2	3	1	A
484	3	247	15	5	6	4	D
485	3	248	8	2	2	3	C
486	1	248	4	8	5	3	B
487	0	249	14	3	6	4	C
488	1	250	16	3	6	3	D
489	2	251	3	4	7	2	D
490	0	251	18	5	2	3	B
491	3	251	14	2	2	3	D
492	2	252	10	5	4	2	D
493	0	252	21	7	2	3	C
494	3	253	3	7	6	1	A
495	3	254	16	8	3	3	A
496	3	255	13	2	3	1	C
497	1	255	13	2	5	3	C
498	2	255	15	7	7	1	C
499	2	256	20	4	7	1	C
500	0	256	4	8	6	4	A
501	1	257	20	2	5	1	B
502	3	258	12	2	6	3	C
503	0	258	6	5	7	1	D
504	0	259	15	4	3	4	B
505	1	259	5	7	5	3	A
506	0	259	21	8	7	4	B
507	3	260	12	8	5	4	B
508	3	260	18	7	3	2	C
509	0	260	16	4	2	4	D
510	1	261	2	3	5	2	C
511	2	261	18	2	3	2	B
512	3	262	5	6	6	2	D
513	0	262	20	6	5	3	D
514	0	263	15	6	4	2	C
515	1	264	13	6	4	1	B
516	1	264	14	5	3	4	C
517	2	264	4	2	5	4	A
518	2	265	14	6	4	1	B
519	3	266	7	7	7	1	C
520	1	266	4	2	7	4	D
521	3	266	4	8	7	1	A
522	0	266	11	6	7	4	A
523	0	267	13	7	2	4	B
524	0	267	7	4	4	2	A
525	0	267	17	7	4	3	B
526	3	268	10	8	3	4	D
527	1	269	6	8	7	4	D
528	1	269	8	4	4	4	D
529	3	269	21	6	5	2	C
530	1	269	1	8	7	2	B
531	1	270	21	4	5	4	C
532	2	270	11	5	3	4	B
533	3	271	16	8	7	3	A
534	1	271	15	4	5	1	D
535	3	271	12	4	6	3	C
536	0	272	1	5	2	1	B
537	2	272	5	5	2	4	C
538	1	272	10	2	3	1	C
539	1	272	18	3	3	4	B
540	1	272	7	7	6	2	B
541	2	273	11	2	4	1	C
542	1	273	6	4	6	4	B
543	3	274	2	6	2	2	C
544	0	274	1	2	4	3	D
545	2	275	5	6	5	4	C
546	2	275	14	8	7	3	C
547	3	275	2	3	5	1	D
548	1	275	14	5	6	2	A
549	1	276	3	3	2	1	D
550	3	276	11	3	4	2	A
551	3	276	18	7	4	2	B
552	3	277	7	2	2	2	B
553	3	278	8	4	6	3	B
554	0	278	3	8	3	3	B
555	1	278	2	8	3	3	A
556	3	279	8	2	5	3	D
557	2	279	4	3	4	2	D
558	1	280	20	3	3	4	A
559	2	281	18	4	5	3	D
560	3	281	5	6	3	2	A
561	0	282	10	3	3	3	D
562	1	282	3	7	6	3	B
563	2	283	16	5	2	4	C
564	3	284	2	8	5	2	C
565	2	284	6	4	3	1	B
566	0	284	15	2	7	3	C
567	2	285	17	2	6	1	C
568	1	285	5	7	6	3	D
569	0	285	11	7	6	1	D
570	1	285	2	5	7	1	B
571	3	285	4	4	3	2	B
572	3	285	8	7	6	1	B
573	3	286	21	3	5	3	B
574	0	287	20	5	3	3	B
575	1	288	6	6	4	1	D
576	1	289	16	6	6	4	A
577	2	289	18	6	4	2	D
578	2	290	18	5	6	3	D
579	0	291	18	4	3	3	D
580	1	291	12	7	4	2	B
581	2	291	8	5	2	2	D
582	1	291	16	2	5	3	C
583	3	291	10	7	6	3	B
584	2	291	5	4	6	2	C
585	3	292	13	5	4	4	B
586	3	293	3	2	6	1	A
587	1	293	19	4	2	1	A
588	3	293	10	4	4	3	D
589	0	294	14	3	3	3	D
590	2	294	18	5	5	1	B
591	1	294	7	7	6	3	D
592	1	294	4	5	5	3	C
593	2	295	10	2	5	1	C
594	3	295	1	6	2	1	A
595	0	295	21	3	6	4	B
596	2	296	21	7	5	2	C
597	2	297	18	2	4	3	C
598	3	297	8	3	5	1	B
599	1	298	3	3	6	2	B
600	1	299	14	5	2	1	A
601	1	300	14	6	2	4	A
602	0	300	12	6	3	2	C
603	0	301	12	8	3	2	D
604	2	302	19	6	7	4	D
605	3	303	17	5	4	4	C
606	0	304	13	8	5	4	C
607	3	305	5	8	2	1	A
608	1	305	20	8	5	3	B
609	1	305	2	2	6	1	C
610	3	306	4	3	3	4	D
611	1	306	10	8	5	4	D
612	3	307	17	6	6	4	C
613	3	307	20	3	7	3	A
614	3	307	8	5	3	3	D
615	0	307	6	7	3	3	B
616	0	307	16	8	6	1	B
617	0	308	8	6	7	4	B
618	1	308	16	6	4	4	B
619	1	309	12	7	7	2	B
620	0	310	10	2	3	3	A
621	0	311	8	5	4	2	D
622	1	312	14	6	3	4	D
623	2	312	11	2	4	1	A
624	2	312	18	2	3	3	B
625	2	312	5	6	7	3	D
626	1	313	21	5	5	3	D
627	3	313	18	8	2	2	A
628	1	314	20	5	3	3	C
629	0	315	9	2	3	1	A
630	2	315	18	2	6	1	C
631	1	315	2	6	2	3	D
632	2	315	21	8	6	1	D
633	2	315	9	8	5	3	B
634	3	315	13	6	7	2	C
635	1	316	12	4	3	1	C
636	2	317	1	2	2	3	C
637	2	317	10	6	7	3	C
638	0	317	5	2	2	2	A
639	3	318	3	5	3	2	C
640	2	318	18	7	2	2	D
641	1	319	1	2	7	2	D
642	1	320	21	8	4	2	D
643	1	320	15	6	7	3	C
644	0	321	18	5	5	3	D
645	2	321	11	8	7	4	B
646	2	321	3	6	3	2	D
647	1	321	7	5	5	2	C
648	3	322	3	8	3	2	D
649	0	323	2	2	5	4	B
650	2	323	12	7	6	2	A
651	1	324	13	3	7	1	A
652	1	324	10	2	4	3	A
653	0	325	5	4	3	3	B
654	2	325	20	4	5	3	D
655	3	326	5	2	4	4	B
656	0	327	18	4	3	2	A
657	0	327	10	8	7	3	B
658	1	328	21	4	7	2	D
659	1	329	21	3	5	3	C
660	2	330	16	6	2	3	B
661	2	330	2	3	5	3	C
662	2	331	5	7	6	1	D
663	2	331	3	5	5	4	C
664	1	331	7	8	5	1	C
665	0	332	3	3	7	1	C
666	1	333	20	8	5	4	D
667	1	334	21	3	6	3	C
668	3	335	6	3	5	1	A
669	1	335	21	2	2	4	A
670	1	335	5	3	5	2	D
671	1	336	14	8	5	1	A
672	2	336	11	6	4	3	C
673	3	337	16	5	4	3	B
674	1	338	15	2	3	3	A
675	2	338	15	3	4	2	B
676	3	339	18	3	2	1	D
677	2	339	3	4	3	1	D
678	1	340	12	4	3	1	C
679	3	340	11	3	5	2	C
680	0	341	12	2	4	4	D
681	1	342	21	6	3	2	B
682	3	342	12	5	2	3	B
683	0	343	3	2	7	3	A
684	3	343	3	4	7	2	B
685	3	344	11	7	4	1	C
686	2	344	10	3	5	1	A
687	1	344	2	5	3	1	C
688	1	345	8	4	6	3	A
689	1	345	4	6	6	4	C
690	3	346	7	7	7	1	C
691	0	346	12	7	6	1	D
692	2	347	7	7	4	4	A
693	1	347	5	5	7	1	C
694	2	347	12	5	2	4	C
695	3	347	8	7	4	4	A
696	2	347	4	8	6	2	C
697	2	347	15	8	6	2	D
698	3	348	17	4	5	1	C
699	1	349	2	8	5	3	A
700	1	350	16	3	3	4	C
701	2	350	4	3	5	3	C
702	1	351	16	3	6	3	D
703	2	351	12	2	3	2	C
704	2	351	19	2	4	3	B
705	0	351	15	2	6	1	C
706	2	352	4	5	3	1	A
707	0	352	12	6	3	1	D
708	2	352	15	4	4	4	D
709	3	352	13	7	5	2	C
710	0	353	7	8	2	3	A
711	1	354	3	6	4	4	A
712	3	354	3	6	5	2	C
713	2	354	6	4	6	4	A
714	3	355	14	5	3	2	A
715	3	355	6	5	5	4	B
716	2	356	11	3	6	2	D
717	1	356	6	5	2	2	C
718	0	356	8	7	5	3	B
719	3	357	21	2	5	3	D
720	2	357	6	5	2	4	A
721	3	358	11	3	5	2	A
722	1	358	12	8	5	4	C
723	0	359	7	8	7	4	D
724	1	360	21	3	4	3	D
725	1	360	20	3	4	3	C
726	2	360	20	6	2	3	B
727	1	360	6	3	3	3	B
728	1	360	19	2	6	3	B
729	3	360	5	3	6	2	D
730	3	361	20	7	4	4	D
731	0	361	15	4	3	1	D
732	3	361	15	5	2	2	C
733	2	361	5	4	7	4	C
734	3	362	14	4	2	1	B
735	2	362	13	8	3	4	B
736	2	362	11	7	7	1	A
737	2	363	3	5	2	1	A
738	0	363	16	4	4	3	B
739	1	363	8	6	2	1	A
740	3	363	19	3	3	1	C
741	1	363	7	7	7	3	C
742	3	364	15	6	4	4	B
743	0	364	1	7	7	3	B
744	0	364	6	4	5	1	A
745	2	365	20	5	2	4	D
746	3	365	19	4	5	3	C
747	1	365	12	3	2	3	A
748	2	366	19	3	2	1	D
749	2	367	17	5	2	2	B
750	0	368	3	6	3	3	A
751	3	368	3	2	5	3	B
752	3	368	20	6	7	3	B
753	3	368	10	4	6	1	A
754	1	369	11	3	6	3	B
755	2	369	3	6	6	4	D
756	3	369	13	6	7	4	B
757	3	370	18	6	5	2	A
758	3	370	16	5	4	1	D
759	3	370	3	2	7	2	D
760	2	370	5	4	6	2	D
761	1	370	21	8	6	1	A
762	0	370	12	6	6	1	D
763	3	370	19	8	4	3	D
764	2	370	5	5	5	4	A
765	2	371	1	8	7	3	B
766	3	372	6	4	7	4	D
767	0	372	21	4	2	4	A
768	2	373	17	6	2	3	B
769	3	373	19	5	2	1	A
770	0	373	14	4	6	2	B
771	2	373	8	2	6	2	A
772	0	373	13	7	6	4	B
773	0	374	16	7	4	1	C
774	3	375	15	3	2	4	C
775	0	376	18	8	5	1	D
776	2	377	2	5	4	1	A
777	3	377	20	5	3	4	D
778	1	377	2	8	7	2	B
779	3	378	12	3	2	4	A
780	3	378	4	6	2	4	B
781	2	378	13	6	7	3	D
782	3	378	4	2	7	4	A
783	1	378	13	3	2	1	D
784	0	378	21	2	4	1	C
785	2	379	1	3	7	1	C
786	3	380	13	6	5	3	B
787	1	380	9	2	4	4	C
788	0	380	10	5	3	3	D
789	1	381	4	3	3	4	C
790	3	382	6	5	6	2	A
791	2	383	15	3	7	1	A
792	0	384	8	8	7	1	A
793	3	385	5	7	4	3	A
794	3	386	8	3	3	1	A
795	2	387	11	3	5	2	B
796	2	388	6	6	3	2	A
797	0	388	1	2	5	4	D
798	2	389	21	3	2	1	C
799	1	389	4	3	5	1	D
800	2	389	2	6	3	3	B
801	1	390	20	6	6	3	C
802	1	390	4	6	7	1	C
803	2	391	2	2	4	3	A
804	3	391	8	5	2	4	A
805	0	392	19	6	7	2	A
806	3	392	14	3	4	4	B
807	0	392	21	2	2	2	B
808	2	392	15	6	3	2	C
809	0	392	9	5	5	2	C
810	3	393	3	5	7	4	D
811	0	393	18	2	6	4	B
812	0	393	6	5	5	3	A
813	1	393	5	4	7	2	D
814	0	393	11	5	6	2	B
815	2	394	20	5	4	4	C
816	0	394	4	6	2	1	A
817	3	394	3	4	5	2	C
818	1	394	20	2	6	3	B
819	2	395	20	5	2	4	A
820	3	395	19	2	7	3	A
821	1	396	4	4	3	2	A
822	1	396	14	6	2	2	A
823	1	396	7	2	7	3	D
824	0	397	17	2	6	2	C
825	1	397	20	5	6	4	D
826	2	398	4	4	7	2	A
827	0	398	17	3	3	1	A
828	3	399	7	7	5	4	A
829	2	400	16	4	5	3	A
830	3	400	9	4	7	3	D
831	0	400	6	6	2	4	D
832	1	401	8	7	5	2	D
833	2	401	8	4	4	2	B
834	3	402	16	3	3	4	D
835	2	402	7	4	6	1	D
836	0	403	7	5	6	3	C
837	1	403	13	3	4	4	C
838	3	404	16	4	4	3	D
839	1	404	6	3	2	3	A
840	1	405	20	2	6	3	D
841	1	405	1	4	3	4	A
842	1	405	16	6	5	4	C
843	1	406	1	4	5	3	A
844	3	407	12	4	3	1	B
845	3	408	17	5	4	3	C
846	3	408	20	8	2	2	D
847	2	408	3	8	5	1	A
848	0	409	7	5	3	1	D
849	1	409	18	6	2	4	D
850	1	410	8	4	7	3	A
851	1	411	7	3	6	1	C
852	1	412	11	2	7	1	B
853	2	412	5	8	5	1	A
854	2	413	2	2	2	2	D
855	1	414	12	4	4	1	B
856	2	415	19	6	7	3	A
857	3	416	6	7	3	4	D
858	0	416	8	8	4	3	B
859	2	417	19	5	2	2	A
860	1	417	20	2	6	1	D
861	2	418	21	5	7	4	A
862	2	419	10	8	3	2	A
863	2	420	1	6	2	1	C
864	0	421	9	5	4	4	B
865	0	421	19	5	4	1	C
866	3	421	17	5	6	3	A
867	1	422	2	8	6	3	B
868	1	423	17	7	5	3	A
869	3	424	4	3	7	1	B
870	0	425	13	2	4	2	B
871	2	426	5	5	4	4	C
872	1	427	20	4	6	2	D
873	2	427	17	5	7	1	D
